Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
5102,2022-12-05,Sarah,Equipe Nebula,Infraestrutura,Backup em Nuvem,3,399.79,274.56,Jesus,GO,centro-oeste
5103,2024-06-26,Vinicius,Equipe Nebula,Desenvolvimento,Automação de Processos,9,302.37,209.14,Correia S/A,DF,centro-oeste
5104,2024-08-17,Benício,Equipe Nebula,Desenvolvimento,Automação de Processos,17,950.09,766.05,Fogaça,BA,nordeste
5105,2022-10-08,Benício,Equipe Nebula,Consultoria,Treinamento em TI,10,966.86,671.83,da Mota Ribeiro - EI,DF,centro-oeste
5106,2024-09-27,Julia,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,17,1248.28,927.83,Nunes Caldeira e Filhos,SC,sul
5107,2022-09-13,Benício,Equipe Nebula,Consultoria,Treinamento em TI,20,756.49,447.87,Cunha,SC,sul
5108,2023-10-03,Vinicius,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,10,715.99,577.79,Araújo S.A.,PR,sul
5109,2024-03-05,Renan,Equipe Nebula,Infraestrutura,Suporte Técnico,10,1163.8,991.86,Moreira S.A.,SP,sudeste
5110,2025-01-30,Renan,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,14,522.33,283.91,Vieira,PR,sul
5111,2025-01-23,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,7,307.24,247.8,Rodrigues,SC,sul
5112,2023-01-08,Sarah,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,7,1124.97,632.09,Pires - ME,DF,centro-oeste
5113,2024-10-28,Renan,Equipe Nebula,Infraestrutura,Suporte Técnico,16,1181.63,634.98,Moraes,MT,centro-oeste
5114,2024-01-08,Sarah,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,2,1360.62,1035.79,Moura - ME,BA,nordeste
5115,2023-09-04,Vinicius,Equipe Nebula,Consultoria,Treinamento em TI,15,1381.03,1048.12,Gomes,PR,sul
5116,2024-10-07,Renan,Equipe Nebula,Infraestrutura,Hospedagem de Sites,17,303.25,268.71,Freitas Gonçalves - EI,RJ,sudeste
5117,2022-07-08,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,18,1429.96,1030.45,Moraes S/A,SC,sul
5118,2024-02-01,Sarah,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,9,1363.53,833.1,Cardoso Monteiro e Filhos,RO,norte
5119,2023-07-08,Sarah,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,1,583.87,514.91,da Rocha S/A,MG,sudeste
5120,2023-11-27,Renan,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,15,476.7,374.94,Carvalho S.A.,CE,nordeste
5121,2022-12-31,Benício,Equipe Nebula,Desenvolvimento,Integração de Sistemas,10,799.68,569.73,Teixeira Lopes e Filhos,RJ,sudeste
5122,2023-12-04,Vinicius,Equipe Nebula,Infraestrutura,Suporte Técnico,16,1005.99,513.81,Freitas - ME,GO,centro-oeste
5123,2023-10-17,Julia,Equipe Nebula,Infraestrutura,Backup em Nuvem,18,996.12,895.62,Silveira Pereira S/A,RJ,sudeste
5124,2022-10-02,Renan,Equipe Nebula,Infraestrutura,Suporte Técnico,1,926.82,678.86,Duarte,SC,sul
5125,2024-12-04,Benício,Equipe Nebula,Consultoria,Gestão de Projetos de TI,12,1372.43,1173.48,Novaes Cardoso S/A,DF,centro-oeste
5126,2022-07-25,Vinicius,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,7,1284.88,1060.59,Monteiro S.A.,SP,sudeste
5127,2025-01-28,Sarah,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,20,1334.75,1191.83,Azevedo Peixoto S.A.,PR,sul
5128,2024-09-23,Julia,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,2,244.36,192.82,Gonçalves S.A.,DF,centro-oeste
5129,2023-05-09,Benício,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,14,1087.66,784.07,Nunes Rezende e Filhos,PR,sul
5130,2024-03-14,Vinicius,Equipe Nebula,Consultoria,Auditoria de Sistemas,20,331.16,204.91,da Mata,RJ,sudeste
5131,2023-06-10,Sarah,Equipe Nebula,Consultoria,Gestão de Projetos de TI,5,1160.0,832.51,Moreira,PA,norte
5132,2023-11-13,Renan,Equipe Nebula,Desenvolvimento,Automação de Processos,15,291.84,193.78,Cardoso da Costa - ME,MT,centro-oeste
5133,2023-05-23,Benício,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,2,661.67,572.11,Campos Gomes - ME,MG,sudeste
5134,2024-04-16,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,2,1136.49,1012.3,da Cruz e Filhos,PA,norte
5135,2023-02-10,Julia,Equipe Nebula,Desenvolvimento,Integração de Sistemas,12,1238.22,1078.59,da Conceição - EI,DF,centro-oeste
5136,2023-01-04,Benício,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,19,1361.9,925.39,Fernandes,RO,norte
5137,2024-06-23,Vinicius,Equipe Nebula,Consultoria,Consultoria em TI,4,1499.33,865.72,Almeida,RJ,sudeste
5138,2022-08-07,Vinicius,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,20,420.39,226.88,Pires Ltda.,DF,centro-oeste
5139,2023-06-24,Vinicius,Equipe Nebula,Desenvolvimento,Automação de Processos,5,523.88,329.79,Costa S.A.,PR,sul
5140,2023-04-05,Vinicius,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,12,683.55,588.29,Ribeiro,RO,norte
5141,2024-02-29,Sarah,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,19,1048.74,877.62,da Luz,CE,nordeste
5142,2023-02-17,Julia,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,5,1173.14,733.41,Oliveira da Rosa - ME,RO,norte
5143,2023-07-10,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,13,578.24,415.76,Melo,BA,nordeste
5144,2022-10-14,Renan,Equipe Nebula,Desenvolvimento,Automação de Processos,17,655.09,455.99,Souza Barbosa - EI,PA,norte
5145,2022-08-10,Renan,Equipe Nebula,Infraestrutura,Suporte Técnico,9,872.54,647.4,Teixeira,PE,nordeste
5146,2023-05-06,Vinicius,Equipe Nebula,Desenvolvimento,Automação de Processos,1,1183.62,825.88,Pinto da Cruz e Filhos,AM,norte
5147,2022-06-11,Julia,Equipe Nebula,Consultoria,Gestão de Projetos de TI,7,784.32,512.51,da Mata S/A,PR,sul
5148,2023-10-20,Benício,Equipe Nebula,Infraestrutura,Suporte Técnico,11,1289.23,718.93,Teixeira,BA,nordeste
5149,2023-10-12,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,8,214.01,129.73,Ribeiro Pereira Ltda.,PE,nordeste
5150,2024-01-02,Sarah,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,8,1449.23,1141.6,Moraes,GO,centro-oeste
5151,2023-10-18,Vinicius,Equipe Nebula,Infraestrutura,Suporte Técnico,2,1485.69,1310.82,Novaes Almeida S/A,DF,centro-oeste
5152,2024-01-01,Julia,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,4,729.64,474.4,Ribeiro,MT,centro-oeste
5153,2024-03-06,Vinicius,Equipe Nebula,Consultoria,Treinamento em TI,5,1032.26,637.72,Moraes,SC,sul
5154,2024-10-22,Vinicius,Equipe Nebula,Desenvolvimento,Integração de Sistemas,8,1198.85,989.21,Aragão,DF,centro-oeste
5155,2022-07-07,Julia,Equipe Nebula,Infraestrutura,Backup em Nuvem,4,635.43,463.45,Castro,AM,norte
5156,2023-02-24,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,8,709.57,476.7,Vieira e Filhos,PR,sul
5157,2022-11-17,Vinicius,Equipe Nebula,Consultoria,Consultoria em TI,9,640.76,330.9,Martins Ltda.,RO,norte
5158,2022-08-17,Benício,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,3,1227.81,856.64,Nascimento,RJ,sudeste
5159,2022-07-23,Benício,Equipe Nebula,Infraestrutura,Hospedagem de Sites,1,1027.55,691.01,Ramos - ME,GO,centro-oeste
5160,2024-10-20,Renan,Equipe Nebula,Desenvolvimento,Integração de Sistemas,18,399.55,353.06,Santos,PR,sul
5161,2023-12-24,Vinicius,Equipe Nebula,Consultoria,Gestão de Projetos de TI,4,874.03,686.58,Fogaça Barbosa Ltda.,SP,sudeste
5162,2023-06-11,Benício,Equipe Nebula,Consultoria,Treinamento em TI,1,516.84,378.53,Dias,DF,centro-oeste
5163,2024-02-15,Vinicius,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,17,912.58,600.01,Nunes Ltda.,PR,sul
5164,2025-04-10,Julia,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,17,499.32,273.12,Lima S.A.,GO,centro-oeste
5165,2025-05-09,Sarah,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,10,721.41,504.13,Azevedo S.A.,CE,nordeste
5166,2023-03-14,Benício,Equipe Nebula,Consultoria,Consultoria em TI,17,938.64,515.27,Rezende,CE,nordeste
5167,2023-04-06,Renan,Equipe Nebula,Infraestrutura,Suporte Técnico,18,481.68,303.83,da Paz S.A.,RJ,sudeste
5168,2023-06-13,Vinicius,Equipe Nebula,Consultoria,Auditoria de Sistemas,19,932.08,634.39,Lima Barros e Filhos,RS,sul
5169,2023-11-30,Vinicius,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,7,393.17,265.26,Castro da Cruz S.A.,MG,sudeste
5170,2022-07-15,Julia,Equipe Nebula,Consultoria,Consultoria em TI,13,775.91,480.0,da Conceição e Filhos,PE,nordeste
5171,2024-11-16,Renan,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,16,1428.78,1060.0,da Luz,AM,norte
5172,2024-08-13,Sarah,Equipe Nebula,Infraestrutura,Hospedagem de Sites,13,1081.16,552.4,Cardoso,MT,centro-oeste
5173,2023-12-30,Julia,Equipe Nebula,Consultoria,Auditoria de Sistemas,17,694.24,419.28,Mendes,PE,nordeste
5174,2023-04-01,Julia,Equipe Nebula,Consultoria,Consultoria em TI,16,969.76,627.11,Oliveira Carvalho e Filhos,CE,nordeste
5175,2022-11-29,Julia,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,20,563.6,425.9,da Costa,PA,norte
5176,2024-08-03,Sarah,Equipe Nebula,Consultoria,Gestão de Projetos de TI,10,550.89,464.21,Cunha,RJ,sudeste
5177,2024-03-26,Benício,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,8,151.37,123.21,da Mata das Neves - EI,PE,nordeste
5178,2023-03-08,Julia,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,14,387.4,307.58,Barros,PA,norte
5179,2022-10-07,Benício,Equipe Nebula,Consultoria,Consultoria em TI,12,796.97,625.51,Moreira,PR,sul
5180,2024-01-09,Sarah,Equipe Nebula,Consultoria,Auditoria de Sistemas,4,596.96,365.25,Barros,PR,sul
5181,2023-07-15,Julia,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,17,979.41,566.11,da Cunha - ME,PR,sul
5182,2023-12-14,Sarah,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,2,1096.75,762.86,Gomes Nogueira - ME,MG,sudeste
5183,2024-03-14,Renan,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,15,304.58,166.87,Moura S/A,SP,sudeste
5184,2024-12-21,Sarah,Equipe Nebula,Infraestrutura,Hospedagem de Sites,9,508.17,431.56,Nascimento,MG,sudeste
5185,2024-01-07,Sarah,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,10,1425.29,836.73,Nascimento,GO,centro-oeste
5186,2023-07-03,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,13,241.39,131.09,Barros Pereira Ltda.,PA,norte
5187,2023-08-12,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,14,1317.99,820.78,Cardoso,MT,centro-oeste
5188,2024-04-05,Renan,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,19,949.34,792.55,Oliveira e Filhos,RS,sul
5189,2024-05-17,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,5,969.54,672.42,Lima Vieira - ME,BA,nordeste
5190,2024-10-15,Julia,Equipe Nebula,Infraestrutura,Suporte Técnico,7,209.74,132.73,da Cunha,AM,norte
5191,2023-02-10,Julia,Equipe Nebula,Desenvolvimento,Integração de Sistemas,11,246.13,178.55,Aragão,RJ,sudeste
5192,2022-11-17,Benício,Equipe Nebula,Consultoria,Consultoria em TI,4,1256.11,676.79,Rezende,RO,norte
5193,2025-03-13,Benício,Equipe Nebula,Desenvolvimento,Integração de Sistemas,20,728.97,572.8,Farias Gomes S/A,RJ,sudeste
5194,2022-07-08,Julia,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,3,676.46,487.64,Pinto,RJ,sudeste
5195,2024-07-08,Renan,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,8,411.85,282.77,Lopes S/A,MT,centro-oeste
5196,2024-10-28,Vinicius,Equipe Nebula,Desenvolvimento,Integração de Sistemas,14,966.97,644.55,da Mata,DF,centro-oeste
5197,2022-07-19,Julia,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,19,370.4,319.36,Rezende - EI,MT,centro-oeste
5198,2023-01-22,Benício,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,10,949.12,649.91,Castro Pinto e Filhos,RO,norte
5199,2024-06-01,Benício,Equipe Nebula,Infraestrutura,Suporte Técnico,12,591.73,471.95,Gomes Lopes S.A.,CE,nordeste
5200,2024-05-23,Vinicius,Equipe Nebula,Consultoria,Gestão de Projetos de TI,16,1380.19,1024.73,Alves,PR,sul
5201,2023-02-28,Julia,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,14,930.06,578.49,da Paz da Rosa Ltda.,PR,sul
5202,2025-05-02,Renan,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,2,764.36,448.59,Nascimento,RJ,sudeste
5203,2024-05-20,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,20,693.61,572.93,Jesus e Filhos,CE,nordeste
5204,2022-11-25,Sarah,Equipe Nebula,Consultoria,Consultoria em TI,6,1235.49,718.69,Correia Nunes S.A.,RS,sul
5205,2024-01-01,Renan,Equipe Nebula,Consultoria,Treinamento em TI,1,954.77,674.7,Rocha,SC,sul
5206,2024-07-01,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,19,1413.08,1149.52,Nogueira,MT,centro-oeste
5207,2024-02-24,Vinicius,Equipe Nebula,Desenvolvimento,Automação de Processos,20,226.32,143.56,Pinto Freitas e Filhos,RS,sul
5208,2023-01-14,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,5,1367.51,1066.86,Monteiro S/A,RJ,sudeste
5209,2023-07-24,Vinicius,Equipe Nebula,Consultoria,Consultoria em TI,11,1086.84,945.2,Farias,MT,centro-oeste
5210,2023-09-19,Julia,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,18,712.74,378.07,Ramos - ME,BA,nordeste
5211,2023-04-01,Sarah,Equipe Nebula,Infraestrutura,Suporte Técnico,18,1212.57,991.27,Correia,MG,sudeste
5212,2023-06-07,Benício,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,8,964.45,660.6,Barros,SC,sul
5213,2022-11-15,Julia,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,19,1419.36,723.6,Oliveira,RS,sul
5214,2022-08-31,Benício,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,5,887.68,649.87,Azevedo da Rocha e Filhos,DF,centro-oeste
5215,2023-07-21,Benício,Equipe Nebula,Consultoria,Consultoria em TI,18,484.13,370.36,Moraes - ME,GO,centro-oeste
5216,2022-07-30,Sarah,Equipe Nebula,Infraestrutura,Hospedagem de Sites,15,605.82,484.64,Sales Sales - ME,SP,sudeste
5217,2025-02-02,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,8,1359.72,1127.35,Ramos Ramos S/A,CE,nordeste
5218,2022-10-31,Benício,Equipe Nebula,Infraestrutura,Suporte Técnico,12,213.52,146.41,Costa - ME,PR,sul
5219,2024-10-21,Sarah,Equipe Nebula,Consultoria,Auditoria de Sistemas,15,1424.27,1021.89,Caldeira,GO,centro-oeste
5220,2022-11-12,Renan,Equipe Nebula,Desenvolvimento,Automação de Processos,14,1292.99,968.3,Lopes e Filhos,SP,sudeste
5221,2024-06-23,Julia,Equipe Nebula,Infraestrutura,Hospedagem de Sites,1,1287.82,1011.57,Rocha Moraes S.A.,DF,centro-oeste
5222,2023-08-31,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,11,298.55,157.21,Freitas,PR,sul
5223,2022-12-23,Julia,Equipe Nebula,Desenvolvimento,Automação de Processos,14,1490.09,837.03,da Cunha,MT,centro-oeste
5224,2024-12-01,Benício,Equipe Nebula,Desenvolvimento,Integração de Sistemas,10,483.98,242.67,Castro - ME,DF,centro-oeste
5225,2025-01-20,Sarah,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,19,289.47,256.27,Silveira,RS,sul
5226,2022-08-31,Vinicius,Equipe Nebula,Consultoria,Auditoria de Sistemas,17,1431.42,1157.45,Caldeira,PR,sul
5227,2024-06-24,Julia,Equipe Nebula,Desenvolvimento,Automação de Processos,16,1084.93,715.36,Gomes S/A,RJ,sudeste
5228,2022-08-16,Benício,Equipe Nebula,Consultoria,Treinamento em TI,18,1213.59,663.85,Cunha,PR,sul
5229,2023-10-28,Benício,Equipe Nebula,Consultoria,Treinamento em TI,18,436.36,320.77,Vieira,MG,sudeste
5230,2024-08-04,Vinicius,Equipe Nebula,Infraestrutura,Backup em Nuvem,17,648.44,512.08,Gonçalves,PA,norte
5231,2022-10-14,Vinicius,Equipe Nebula,Consultoria,Auditoria de Sistemas,11,497.48,332.63,Lima,PR,sul
5232,2022-06-18,Sarah,Equipe Nebula,Consultoria,Auditoria de Sistemas,13,1416.23,853.52,Caldeira S.A.,CE,nordeste
5233,2024-08-01,Sarah,Equipe Nebula,Consultoria,Consultoria em TI,20,168.01,88.75,da Rosa,BA,nordeste
5234,2023-07-10,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,18,655.14,510.84,Martins S/A,CE,nordeste
5235,2023-01-22,Benício,Equipe Nebula,Consultoria,Treinamento em TI,5,597.79,377.88,Barbosa,AM,norte
5236,2024-04-01,Julia,Equipe Nebula,Infraestrutura,Hospedagem de Sites,12,350.56,219.71,Fogaça Fernandes - EI,RS,sul
5237,2023-09-10,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,20,1170.2,989.42,Barbosa,SP,sudeste
5238,2022-12-05,Renan,Equipe Nebula,Consultoria,Consultoria em TI,2,358.27,276.18,Nascimento,SC,sul
5239,2023-07-23,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,9,452.22,399.21,Rezende,PA,norte
5240,2024-08-01,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,15,341.31,174.04,Alves Fernandes Ltda.,PA,norte
5241,2024-01-09,Sarah,Equipe Nebula,Desenvolvimento,Automação de Processos,4,352.15,265.09,Rodrigues e Filhos,PA,norte
5242,2024-06-15,Julia,Equipe Nebula,Infraestrutura,Backup em Nuvem,8,1072.35,724.85,Nascimento - ME,AM,norte
5243,2022-11-03,Sarah,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,1,364.91,320.41,Duarte,SC,sul
5244,2024-07-16,Sarah,Equipe Nebula,Infraestrutura,Hospedagem de Sites,10,1331.39,773.32,Barros Castro S.A.,AM,norte
5245,2023-12-13,Vinicius,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,4,626.38,342.51,Ribeiro,RO,norte
5246,2024-02-20,Julia,Equipe Nebula,Infraestrutura,Suporte Técnico,15,1138.35,941.49,Moreira S/A,AM,norte
5247,2024-10-05,Benício,Equipe Nebula,Consultoria,Consultoria em TI,20,454.0,318.89,das Neves Castro - ME,AM,norte
5248,2023-04-10,Julia,Equipe Nebula,Infraestrutura,Backup em Nuvem,20,818.55,500.14,Martins Costa Ltda.,MG,sudeste
5249,2024-04-11,Vinicius,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,9,857.99,532.71,Vieira Ltda.,RO,norte
5250,2024-10-06,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,4,1417.17,1168.57,Barbosa Pinto - ME,RJ,sudeste
5251,2024-10-15,Benício,Equipe Nebula,Consultoria,Consultoria em TI,13,786.82,648.14,Nunes,SC,sul
5252,2023-07-23,Benício,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,8,991.89,577.29,Freitas,PE,nordeste
5253,2024-05-25,Renan,Equipe Nebula,Desenvolvimento,Automação de Processos,10,859.5,732.86,Freitas,PR,sul
5254,2024-09-11,Renan,Equipe Nebula,Desenvolvimento,Desenvolvimento Web,10,434.68,333.53,da Luz da Luz e Filhos,SC,sul
5255,2023-07-28,Vinicius,Equipe Nebula,Consultoria,Consultoria em TI,5,1378.37,929.32,Ribeiro,CE,nordeste
5256,2023-01-26,Vinicius,Equipe Nebula,Consultoria,Planejamento Estratégico de TI,15,1222.18,631.16,Azevedo e Filhos,DF,centro-oeste
5257,2022-12-24,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,1,193.58,133.29,Campos,RJ,sudeste
5258,2024-07-13,Vinicius,Equipe Nebula,Desenvolvimento,Criação de Aplicativos,20,442.94,350.82,Lima Ltda.,SC,sul
5259,2024-05-07,Vinicius,Equipe Nebula,Infraestrutura,Backup em Nuvem,15,676.9,420.84,Ferreira,PA,norte
5260,2022-07-29,Benício,Equipe Nebula,Consultoria,Gestão de Projetos de TI,15,158.75,134.41,Duarte,GO,centro-oeste
5261,2023-09-20,Vinicius,Equipe Nebula,Consultoria,Gestão de Projetos de TI,11,225.55,178.35,Caldeira,RS,sul
5262,2023-05-21,Renan,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,14,622.89,472.85,da Rosa e Filhos,AM,norte
5263,2025-03-21,Renan,Equipe Nebula,Desenvolvimento,Automação de Processos,4,390.52,304.18,Alves Ltda.,DF,centro-oeste
5264,2023-01-04,Benício,Equipe Nebula,Consultoria,Auditoria de Sistemas,11,1363.94,758.2,Ferreira Caldeira - EI,SP,sudeste
5265,2022-06-15,Julia,Equipe Nebula,Consultoria,Consultoria em TI,20,604.58,339.96,Pires Ltda.,SP,sudeste
5266,2024-12-04,Julia,Equipe Nebula,Consultoria,Treinamento em TI,17,848.38,596.65,Ramos Jesus S/A,SC,sul
5267,2024-01-01,Sarah,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,2,1054.56,869.45,Alves,RJ,sudeste
5268,2024-10-06,Julia,Equipe Nebula,Infraestrutura,Suporte Técnico,6,1402.56,1204.5,Oliveira,MG,sudeste
5269,2025-04-16,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,11,482.51,392.92,Cunha Porto - ME,MT,centro-oeste
5270,2022-06-16,Vinicius,Equipe Nebula,Infraestrutura,Hospedagem de Sites,2,950.95,751.41,Ribeiro da Paz S.A.,DF,centro-oeste
5271,2022-12-15,Sarah,Equipe Nebula,Consultoria,Treinamento em TI,7,955.44,675.95,da Cunha,SP,sudeste
5272,2022-11-02,Julia,Equipe Nebula,Consultoria,Auditoria de Sistemas,11,565.23,405.12,Nascimento,RS,sul
5273,2022-09-13,Vinicius,Equipe Nebula,Infraestrutura,Backup em Nuvem,13,157.24,104.13,Martins - EI,CE,nordeste
5274,2023-05-22,Sarah,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,10,760.28,588.11,Alves Ltda.,BA,nordeste
5275,2024-08-09,Sarah,Equipe Nebula,Consultoria,Treinamento em TI,11,1198.76,664.74,da Cruz,SP,sudeste
5276,2023-10-04,Vinicius,Equipe Nebula,Consultoria,Treinamento em TI,2,612.4,402.6,Porto,BA,nordeste
5277,2023-01-09,Renan,Equipe Nebula,Infraestrutura,Hospedagem de Sites,20,980.4,823.27,da Paz Pinto - EI,MT,centro-oeste
5278,2023-06-13,Julia,Equipe Nebula,Infraestrutura,Hospedagem de Sites,16,1085.56,746.89,Lopes,PA,norte
5279,2022-09-29,Vinicius,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,12,1397.83,1226.7,Barbosa S/A,PA,norte
5280,2025-02-24,Sarah,Equipe Nebula,Infraestrutura,Suporte Técnico,15,736.78,418.93,da Paz Almeida Ltda.,BA,nordeste
5281,2025-04-15,Vinicius,Equipe Nebula,Consultoria,Consultoria em TI,6,823.74,609.84,Sales Teixeira S/A,PR,sul
5282,2025-05-26,Sarah,Equipe Nebula,Infraestrutura,Backup em Nuvem,13,375.2,199.61,Costela,RJ,sudeste
5283,2023-04-24,Sarah,Equipe Nebula,Infraestrutura,Backup em Nuvem,17,532.14,475.23,das Neves,DF,centro-oeste
5284,2024-02-03,Benício,Equipe Nebula,Consultoria,Gestão de Projetos de TI,11,879.01,605.22,Martins S.A.,PE,nordeste
5285,2025-03-01,Julia,Equipe Nebula,Infraestrutura,Suporte Técnico,10,1424.31,965.35,Araújo,PR,sul
5286,2022-06-12,Sarah,Equipe Nebula,Consultoria,Treinamento em TI,18,861.42,500.05,Gonçalves,SC,sul
5287,2025-05-29,Renan,Equipe Nebula,Desenvolvimento,Desenvolvimento de Software,19,1062.87,865.02,Martins,RS,sul
5288,2025-01-30,Benício,Equipe Nebula,Infraestrutura,Backup em Nuvem,11,310.38,217.01,Costela,CE,nordeste
5289,2023-12-14,Julia,Equipe Nebula,Desenvolvimento,Automação de Processos,12,936.88,555.54,Martins,PR,sul
5290,2024-01-09,Sarah,Equipe Nebula,Consultoria,Consultoria em TI,2,206.76,165.61,Castro Pinto - EI,GO,centro-oeste
5291,2025-02-10,Sarah,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,8,641.47,329.42,Caldeira - EI,PR,sul
5292,2024-06-02,Sarah,Equipe Nebula,Infraestrutura,Hospedagem de Sites,8,586.18,391.21,Nogueira,PA,norte
5293,2022-06-25,Benício,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,11,938.04,640.34,Monteiro da Paz - EI,MT,centro-oeste
5294,2025-05-22,Julia,Equipe Nebula,Desenvolvimento,Automação de Processos,10,873.88,564.33,Santos S/A,CE,nordeste
5295,2024-12-13,Renan,Equipe Nebula,Infraestrutura,Hospedagem de Sites,2,1060.67,755.07,Aragão Silveira e Filhos,RS,sul
5296,2024-12-03,Renan,Equipe Nebula,Consultoria,Treinamento em TI,12,875.14,605.97,Pinto - EI,SC,sul
5297,2023-10-21,Vinicius,Equipe Nebula,Desenvolvimento,Integração de Sistemas,1,1119.61,624.97,Barbosa Pinto Ltda.,PE,nordeste
5298,2022-11-17,Benício,Equipe Nebula,Infraestrutura,Suporte Técnico,16,1060.38,786.32,da Mata S/A,SC,sul
5299,2022-12-30,Benício,Equipe Nebula,Infraestrutura,Backup em Nuvem,4,250.99,221.49,Moura da Mata e Filhos,DF,centro-oeste
5300,2022-08-23,Sarah,Equipe Nebula,Infraestrutura,Suporte Técnico,16,679.73,489.1,Rodrigues,MG,sudeste
5301,2024-05-22,Sarah,Equipe Nebula,Consultoria,Auditoria de Sistemas,7,629.76,339.42,da Rocha Dias e Filhos,RJ,sudeste
5302,2024-01-30,Julia,Equipe Nebula,Consultoria,Gestão de Projetos de TI,8,235.9,120.6,Alves S.A.,RJ,sudeste
5303,2025-04-10,Vinicius,Equipe Nebula,Infraestrutura,Monitoramento de Sistemas,16,984.8,756.97,Souza,AM,norte
5304,2022-06-13,Julia,Equipe Nebula,Infraestrutura,Gerenciamento de Redes,3,425.31,251.48,Rezende,RS,sul
